gene_id	CHROM	POS	STRAND	gene_name	interval
ENSG00000170390	chr4	151000179	+	DCLK2	chr4:150999426-151178609
ENSG00000181541	chr4	151503076	+	MAB21L2	chr4:151503077-151505843
ENSG00000198589	chr4	151936649	-	LRBA	chr4:151185594-151936879
ENSG00000145425	chr4	152020724	+	RPS3A	chr4:152020725-152025804
ENSG00000109686	chr4	152147660	-	SH3D19	chr4:152023903-152246784
ENSG00000189099	chr4	152198322	+	PRSS48	chr4:152198323-152212605
ENSG00000059691	chr4	152682175	-	PET112	chr4:152591656-152682175
ENSG00000109670	chr4	153457253	-	FBXW7	chr4:153242410-153457253
ENSG00000170006	chr4	153601317	-	TMEM154	chr4:153539784-153601317
ENSG00000169989	chr4	153700916	-	TIGD4	chr4:153690506-153700916
ENSG00000164144	chr4	153701088	+	ARFIP1	chr4:153701089-153839615
ENSG00000109654	chr4	154125617	+	TRIM2	chr4:154073494-154260472
ENSG00000121211	chr4	154265800	+	MND1	chr4:154265801-154336270
ENSG00000121210	chr4	154387500	+	KIAA0922	chr4:154387498-154557863
ENSG00000137462	chr4	154622651	+	TLR2	chr4:154622652-154626851
ENSG00000145428	chr4	154681387	-	RNF175	chr4:154631277-154681387
ENSG00000145423	chr4	154710272	-	SFRP2	chr4:154701744-154710272
ENSG00000197410	chr4	155312449	-	DCHS2	chr4:155153399-155412930
ENSG00000171566	chr4	155471587	-	PLRG1	chr4:155456158-155471587
ENSG00000171564	chr4	155484107	+	FGB	chr4:155484108-155492238
ENSG00000171560	chr4	155511918	-	FGA	chr4:155504278-155511918
ENSG00000171557	chr4	155533800	-	FGG	chr4:155525286-155534119
ENSG00000121207	chr4	155665122	+	LRAT	chr4:155548097-155674270
ENSG00000151962	chr4	155702364	+	RBM46	chr4:155702365-155749965
ENSG00000185149	chr4	156129780	+	NPY2R	chr4:156129781-156138230
ENSG00000164114	chr4	156298122	-	MAP9	chr4:156263810-156298122
ENSG00000164116	chr4	156588349	+	GUCY1A3	chr4:156587863-156653501
ENSG00000061918	chr4	156680210	+	GUCY1B3	chr4:156680144-156728743
ENSG00000256394	chr4	156787425	-	ASIC5	chr4:156750881-156787425
ENSG00000151790	chr4	156824846	+	TDO2	chr4:156775890-156841558
ENSG00000256043	chr4	156875069	-	CTSO	chr4:156845270-156875069
ENSG00000145431	chr4	157892546	-	PDGFC	chr4:157681606-157892546
ENSG00000109738	chr4	157997208	+	GLRB	chr4:157997209-158093242
ENSG00000120251	chr4	158141869	+	GRIA2	chr4:158125334-158287227
ENSG00000164125	chr4	159094202	-	FAM198B	chr4:159045626-159094470
ENSG00000164124	chr4	159131400	+	TMEM144	chr4:159122756-159176563
ENSG00000171509	chr4	159442877	+	RXFP1	chr4:159236463-159574524
ENSG00000205208	chr4	159593198	-	C4orf46	chr4:159587831-159593407
ENSG00000171503	chr4	159593276	+	ETFDH	chr4:159593277-159630775
ENSG00000171497	chr4	159644548	-	PPID	chr4:159630286-159644548
ENSG00000052795	chr4	159690289	+	FNIP2	chr4:159690290-159829201
ENSG00000109756	chr4	160188888	+	RAPGEF2	chr4:160025330-160281321
ENSG00000168843	chr4	163085187	-	FSTL5	chr4:162305049-163085187
ENSG00000145414	chr4	164088073	-	NAF1	chr4:164031225-164088073
ENSG00000164128	chr4	164254014	-	NPY1R	chr4:164245113-164265984
ENSG00000164129	chr4	164265253	+	NPY5R	chr4:164265091-164273086
ENSG00000151005	chr4	164395047	-	TKTL2	chr4:164392257-164395047
ENSG00000198498	chr4	164415612	+	TMA16	chr4:164415594-164441691
ENSG00000145416	chr4	165305202	-	MARCH1	chr4:164445450-165305202
ENSG00000250486	chr4	165878099	+	FAM218A	chr4:165878100-165880273
ENSG00000183439	chr4	165898820	-	TRIM61	chr4:165875598-165898820
ENSG00000176979	chr4	165953104	+	TRIM60	chr4:165953105-165962896
ENSG00000170088	chr4	166034071	-	TMEM192	chr4:165995574-166129701
ENSG00000109466	chr4	166131044	+	KLHL2	chr4:166128770-166244308
ENSG00000052802	chr4	166248774	+	MSMO1	chr4:166248775-166264312
ENSG00000109472	chr4	166300093	+	CPE	chr4:166282346-166419472
ENSG00000038295	chr4	166794409	+	TLL1	chr4:166794410-167025047
ENSG00000196104	chr4	168155738	-	SPOCK3	chr4:167654535-168155947
ENSG00000109511	chr4	169013665	+	ANXA10	chr4:169013666-169108841
ENSG00000137628	chr4	169239958	-	DDX60	chr4:169137444-169239958
ENSG00000181381	chr4	169401638	-	DDX60L	chr4:169277886-169458937
ENSG00000129116	chr4	169418254	+	PALLD	chr4:169418217-169849608
ENSG00000145439	chr4	169931409	-	CBR4	chr4:169784921-169931426
ENSG00000154447	chr4	170192256	-	SH3RF1	chr4:170015407-170192256
ENSG00000137601	chr4	170533780	-	NEK1	chr4:170314426-170533780
ENSG00000109572	chr4	170541676	+	CLCN3	chr4:170533784-170644824
ENSG00000056050	chr4	170679104	-	C4orf27	chr4:170650616-170679104
ENSG00000198948	chr4	170947559	-	MFAP3L	chr4:170907748-170954182
ENSG00000109576	chr4	171011118	-	AADAT	chr4:170981373-171012850
ENSG00000174473	chr4	172734653	+	GALNTL6	chr4:172733405-173962710
ENSG00000109586	chr4	174089903	+	GALNT7	chr4:174089904-174245118
ENSG00000164104	chr4	174256276	-	HMGB2	chr4:174252846-174256276
ENSG00000164105	chr4	174292093	+	SAP30	chr4:174291120-174298683
ENSG00000164106	chr4	174320687	-	SCRG1	chr4:174305852-174327531
ENSG00000164107	chr4	174451380	-	HAND2	chr4:174446120-174451380
ENSG00000164118	chr4	175205054	+	CEP44	chr4:175204828-175254531
ENSG00000164117	chr4	175205415	-	FBXO8	chr4:175157809-175205415
ENSG00000164120	chr4	175444049	-	HPGD	chr4:175411328-175444305
ENSG00000145451	chr4	175750465	-	GLRA3	chr4:175558065-175750465
ENSG00000168594	chr4	175839508	+	ADAM29	chr4:175750819-175899331
ENSG00000150625	chr4	176923483	-	GPM6A	chr4:176554085-176923815
ENSG00000150627	chr4	176987131	+	WDR17	chr4:176986985-177103978
ENSG00000150628	chr4	177116822	-	SPATA4	chr4:177105789-177116822
ENSG00000164122	chr4	177190373	-	ASB5	chr4:177134824-177198722
ENSG00000129128	chr4	177241114	+	SPCS3	chr4:177241115-177253396
ENSG00000150630	chr4	177713881	-	VEGFC	chr4:177604689-177713881
ENSG00000109674	chr4	178230989	+	NEIL3	chr4:178230990-178284097
ENSG00000038002	chr4	178363657	-	AGA	chr4:178351924-178363657
ENSG00000218336	chr4	183164581	+	TENM3	chr4:183065140-183724177
ENSG00000129187	chr4	183838532	-	DCTD	chr4:183811213-183839089
ENSG00000151718	chr4	184020445	+	WWC2	chr4:184020446-184241930
ENSG00000177300	chr4	184241927	-	CLDN22	chr4:184239220-184241927
ENSG00000185758	chr4	184243579	-	CLDN24	chr4:184242917-184243579
ENSG00000168564	chr4	184365743	+	CDKN2AIP	chr4:184365744-184369351
ENSG00000168556	chr4	184426146	+	ING2	chr4:184426147-184432249
ENSG00000168538	chr4	184580419	+	TRAPPC11	chr4:184580420-184634745
ENSG00000173320	chr4	184826508	+	STOX2	chr4:184774584-184944679
ENSG00000164303	chr4	185139114	-	ENPP6	chr4:185009859-185142383
ENSG00000168310	chr4	185395734	-	IRF2	chr4:185308867-185395734
ENSG00000164305	chr4	185570629	-	CASP3	chr4:185548850-185570663
ENSG00000164306	chr4	185570766	+	PRIMPOL	chr4:185570767-185616117
ENSG00000151725	chr4	185655287	-	CENPU	chr4:185615772-185655287
ENSG00000151726	chr4	185747972	-	ACSL1	chr4:185676749-185747972
ENSG00000187821	chr4	185940082	+	HELT	chr4:185939995-185941958
ENSG00000151729	chr4	186064394	+	SLC25A4	chr4:186064395-186071536
ENSG00000109762	chr4	186125390	+	SNX25	chr4:186125391-186291339
ENSG00000109771	chr4	186300152	-	LRP2BP	chr4:186285032-186317053
ENSG00000186352	chr4	186317637	+	ANKRD37	chr4:186317175-186321782
ENSG00000109775	chr4	186347139	-	UFSP2	chr4:186320694-186347139
ENSG00000205129	chr4	186350543	+	C4orf47	chr4:186347394-186370980
ENSG00000168491	chr4	186392913	-	CCDC110	chr4:186366336-186392913
ENSG00000154553	chr4	186456662	-	PDLIM3	chr4:186422851-186456766
ENSG00000154556	chr4	186877806	-	SORBS2	chr4:186506598-186877806
ENSG00000164342	chr4	186990305	+	TLR3	chr4:186990306-187009223
ENSG00000145476	chr4	187112673	+	CYP4V2	chr4:187112674-187134610
ENSG00000164344	chr4	187148555	+	KLKB1	chr4:187130133-187179625
ENSG00000088926	chr4	187187098	+	F11	chr4:187187099-187210835
ENSG00000168412	chr4	187476721	-	MTNR1A	chr4:187454809-187476721
ENSG00000083857	chr4	187645009	-	FAT1	chr4:187508937-187647876
ENSG00000179059	chr4	188916924	+	ZFP42	chr4:188916925-188926204
ENSG00000179046	chr4	189026747	-	TRIML2	chr4:189012427-189030757
ENSG00000184108	chr4	189060572	+	TRIML1	chr4:189060573-189068897
ENSG00000109536	chr4	190861942	+	FRG1	chr4:190861943-190884359
ENSG00000205097	chr4	190948412	-	FRG2	chr4:190945506-190948412
ENSG00000258755	chr4	190992086	+	DUX4L7	chr4:190992087-190993897
ENSG00000258697	chr4	190995379	+	DUX4L6	chr4:190995380-190997190
ENSG00000259063	chr4	190998672	+	DUX4L5	chr4:190998673-191000532
ENSG00000258834	chr4	191001978	+	DUX4L4	chr4:191001979-191003777
ENSG00000259034	chr4	191008559	+	DUX4L3	chr4:191008560-191010370
ENSG00000259128	chr4	191011859	+	DUX4L2	chr4:191011860-191013719
ENSG00000153404	chr5	140372	+	PLEKHG4B	chr5:140373-190085
ENSG00000073578	chr5	218355	+	SDHA	chr5:218356-256815
ENSG00000249915	chr5	271735	+	PDCD6	chr5:271736-353971
ENSG00000063438	chr5	304290	+	AHRR	chr5:304291-438406
ENSG00000221990	chr5	443258	-	C5orf55	chr5:441645-443258
ENSG00000180104	chr5	443272	+	EXOC3	chr5:443273-472052
ENSG00000066230	chr5	524447	-	SLC9A3	chr5:473425-524447
ENSG00000112877	chr5	612386	+	CEP72	chr5:612387-667283
ENSG00000171368	chr5	693510	-	TPPP	chr5:660883-693510
ENSG00000206077	chr5	767067	-	ZDHHC11B	chr5:710475-767067
ENSG00000188818	chr5	851101	-	ZDHHC11	chr5:710471-851101
ENSG00000071539	chr5	892757	+	TRIP13	chr5:892758-919472
ENSG00000028310	chr5	892939	-	BRD9	chr5:850406-892939
ENSG00000145506	chr5	1008943	+	NKD2	chr5:1008944-1039058
ENSG00000113504	chr5	1112150	-	SLC12A7	chr5:1050499-1112150
ENSG00000174358	chr5	1201709	+	SLC6A19	chr5:1201710-1225232
ENSG00000164363	chr5	1225469	+	SLC6A18	chr5:1225470-1246304
ENSG00000164362	chr5	1295162	-	TERT	chr5:1253262-1295184
ENSG00000049656	chr5	1345214	-	CLPTM1L	chr5:1317859-1345214
ENSG00000142319	chr5	1445545	-	SLC6A3	chr5:1392909-1445545
ENSG00000153395	chr5	1524092	-	LPCAT1	chr5:1456595-1524092
ENSG00000171421	chr5	1800009	-	MRPL36	chr5:1798500-1801480
ENSG00000145494	chr5	1801513	+	NDUFS6	chr5:1801514-1816719
ENSG00000113430	chr5	1887332	-	IRX4	chr5:1877541-1887350
ENSG00000170561	chr5	2751776	-	IRX2	chr5:2745959-2752969
ENSG00000186493	chr5	2752261	+	C5orf38	chr5:2752245-2755508
ENSG00000170549	chr5	3596167	+	IRX1	chr5:3596168-3601517
ENSG00000145536	chr5	5140442	+	ADAMTS16	chr5:5140443-5320417
ENSG00000164151	chr5	5422806	+	KIAA0947	chr5:5420777-5490347
ENSG00000133398	chr5	6378707	-	MED10	chr5:6371994-6378707
ENSG00000215218	chr5	6448735	+	UBE2QL1	chr5:6448736-6495022
ENSG00000037474	chr5	6633404	-	NSUN2	chr5:6599352-6633404
ENSG00000145545	chr5	6633455	+	SRD5A1	chr5:6633456-6669675
ENSG00000112941	chr5	6714717	+	PAPD7	chr5:6714718-6757161
ENSG00000078295	chr5	7396320	+	ADCY2	chr5:7396321-7830194
ENSG00000124279	chr5	7869115	-	FASTKD3	chr5:7859272-7869150
ENSG00000124275	chr5	7869216	+	MTRR	chr5:7851299-7906138
ENSG00000112902	chr5	9546187	-	SEMA5A	chr5:9035138-9546187
ENSG00000169777	chr5	9630463	-	TAS2R1	chr5:9629109-9712490
ENSG00000150756	chr5	10249998	-	FAM173B	chr5:10226442-10250009
ENSG00000150753	chr5	10250032	+	CCT5	chr5:10250033-10266524
ENSG00000164237	chr5	10308138	-	CMBL	chr5:10275987-10308138
ENSG00000145495	chr5	10353878	+	MARCH6	chr5:10353815-10440500
ENSG00000145491	chr5	10441635	+	ROPN1L	chr5:10441636-10472141
ENSG00000112977	chr5	10761384	-	DAP	chr5:10679342-10761384
ENSG00000169862	chr5	11904155	-	CTNND2	chr5:10971952-11904155
ENSG00000039139	chr5	13944652	-	DNAH5	chr5:13690440-13944652
ENSG00000038382	chr5	14143810	+	TRIO	chr5:14143811-14532235
ENSG00000154124	chr5	14664856	+	FAM105B	chr5:14664773-14699820
ENSG00000154122	chr5	14871887	-	ANKH	chr5:14704910-14871887
ENSG00000183580	chr5	15500304	+	FBXL7	chr5:15500305-15939900
ENSG00000183654	chr5	16179884	-	MARCH11	chr5:16067248-16180871
ENSG00000173545	chr5	16465901	-	ZNF622	chr5:16451628-16465901
ENSG00000154153	chr5	16617167	-	FAM134B	chr5:16473147-16617167
ENSG00000145555	chr5	16936372	-	MYO10	chr5:16665395-16936372
ENSG00000176788	chr5	17217668	+	BASP1	chr5:17065707-17276943
ENSG00000145526	chr5	20575982	-	CDH18	chr5:19473060-20575982
ENSG00000154162	chr5	22853731	-	CDH12	chr5:21750782-22853731
ENSG00000164256	chr5	23507723	+	PRDM9	chr5:23507264-23528706
ENSG00000040731	chr5	24645087	-	CDH10	chr5:24487209-24645087
ENSG00000113100	chr5	27038693	-	CDH9	chr5:26880709-27121257
ENSG00000113361	chr5	31193856	+	CDH6	chr5:31193857-31329253
ENSG00000113360	chr5	31532168	-	DROSHA	chr5:31400604-31532303
ENSG00000082213	chr5	31532372	+	C5orf22	chr5:31532373-31555165
ENSG00000133401	chr5	31639516	+	PDZD2	chr5:31639517-32111037
ENSG00000113384	chr5	32174456	-	GOLPH3	chr5:32124810-32174456
ENSG00000150712	chr5	32313115	-	MTMR12	chr5:32227100-32313115
ENSG00000056097	chr5	32444867	-	ZFR	chr5:32354456-32444867
ENSG00000113387	chr5	32585604	+	SUB1	chr5:32531739-32604185
ENSG00000113389	chr5	32711539	+	NPR3	chr5:32689176-32791819
ENSG00000113407	chr5	33441070	+	TARS	chr5:33440802-33469644
ENSG00000151388	chr5	33892297	-	ADAMTS12	chr5:33523640-33892297
ENSG00000182631	chr5	33936490	+	RXFP3	chr5:33936491-33939023
ENSG00000164175	chr5	33984835	-	SLC45A2	chr5:33944721-33984835
ENSG00000242110	chr5	34008133	-	AMACR	chr5:33986283-34008220
ENSG00000082196	chr5	34043937	-	C1QTNF3	chr5:34019553-34043937
ENSG00000273294	chr5	34124633	-	RP11-1084J3.4	chr5:33987279-34124633
ENSG00000039560	chr5	34684658	+	RAI14	chr5:34656342-34832732
ENSG00000205838	chr5	34839268	+	TTC23L	chr5:34838938-34899561
ENSG00000113460	chr5	34915480	+	BRIX1	chr5:34915481-34926101
ENSG00000113456	chr5	34916871	-	RAD1	chr5:34905369-34919094
ENSG00000168724	chr5	34929697	+	DNAJC21	chr5:34929698-34959069
ENSG00000113492	chr5	35048198	-	AGXT2	chr5:34998206-35048198
ENSG00000113494	chr5	35230691	-	PRLR	chr5:35048861-35230794
ENSG00000168685	chr5	35856950	+	IL7R	chr5:35852797-35879705
ENSG00000152611	chr5	35938881	-	CAPSL	chr5:35904397-35938881
ENSG00000145626	chr5	35991700	-	UGT3A1	chr5:35951112-36001130
ENSG00000168671	chr5	36066993	-	UGT3A2	chr5:36035119-36071460
ENSG00000164187	chr5	36152063	-	LMBRD2	chr5:36098514-36152063
ENSG00000145604	chr5	36152168	+	SKP2	chr5:36152091-36184421
ENSG00000152620	chr5	36241900	-	NADK2	chr5:36192694-36242381
ENSG00000164188	chr5	36302002	-	RANBP3L	chr5:36248536-36302216
ENSG00000079215	chr5	36606456	+	SLC1A3	chr5:36606457-36688436
ENSG00000164190	chr5	36876860	+	NIPBL	chr5:36876861-37066515
ENSG00000197603	chr5	37249530	-	C5orf42	chr5:37106330-37249530
ENSG00000113569	chr5	37371283	-	NUP155	chr5:37288239-37371283
ENSG00000082068	chr5	37379313	+	WDR70	chr5:37379314-37753537
ENSG00000168621	chr5	37835929	-	GDNF	chr5:37812779-37839788
ENSG00000164318	chr5	38258510	+	EGFLAM	chr5:38258511-38465123
ENSG00000113594	chr5	38595506	-	LIFR	chr5:38475065-38608456
ENSG00000145623	chr5	38846100	+	OSMR	chr5:38845960-38945698
ENSG00000164327	chr5	39074510	-	RICTOR	chr5:38938021-39074510
ENSG00000082074	chr5	39270759	-	FYB	chr5:39105338-39274630
ENSG00000113600	chr5	39364662	-	C9	chr5:39284364-39424970
ENSG00000153071	chr5	39425272	-	DAB2	chr5:39371780-39462402
ENSG00000171522	chr5	40679599	+	PTGER4	chr5:40679600-40693837
ENSG00000113638	chr5	40756077	-	TTC33	chr5:40714577-40756077
ENSG00000132356	chr5	40798476	-	PRKAA1	chr5:40759481-40798476
ENSG00000145592	chr5	40835437	-	RPL37	chr5:40825364-40835437
ENSG00000132357	chr5	40841285	+	CARD6	chr5:40841286-40860275
ENSG00000112936	chr5	40909353	+	C7	chr5:40909354-40983041
ENSG00000171495	chr5	41071405	-	MROH2B	chr5:40998119-41071444
ENSG00000039537	chr5	41261540	-	C6	chr5:41142336-41261540
ENSG00000182836	chr5	41510703	-	PLCXD3	chr5:41307056-41510730
ENSG00000083720	chr5	41870621	-	OXCT1	chr5:41730167-41870621
ENSG00000205765	chr5	41904450	+	C5orf51	chr5:41904290-41921738
ENSG00000151876	chr5	41925355	+	FBXO4	chr5:41925356-41941845
ENSG00000112964	chr5	42423878	+	GHR	chr5:42423879-42721979
ENSG00000250722	chr5	42812181	-	SEPP1	chr5:42799982-42887494
ENSG00000177721	chr5	43043272	-	ANXA2R	chr5:43039335-43043272
ENSG00000172262	chr5	43121699	+	ZNF131	chr5:43065278-43192123
ENSG00000177453	chr5	43192953	+	NIM1K	chr5:43192173-43280952
ENSG00000112972	chr5	43313595	-	HMGCS1	chr5:43289497-43313614
ENSG00000151882	chr5	43412493	-	CCL28	chr5:43376747-43412493
ENSG00000151881	chr5	43483938	-	C5orf28	chr5:43444354-43483995
ENSG00000172239	chr5	43557181	-	PAIP1	chr5:43526369-43557860
ENSG00000112992	chr5	43602824	+	NNT	chr5:43602794-43707507
ENSG00000070193	chr5	44388899	-	FGF10	chr5:44303646-44389808
ENSG00000112996	chr5	44809026	+	MRPS30	chr5:44809027-44820530
ENSG00000164588	chr5	45696253	-	HCN1	chr5:45259349-45696253
ENSG00000170571	chr5	49737201	-	EMB	chr5:49692026-49739082
ENSG00000151883	chr5	49962771	+	PARP8	chr5:49961733-50142356
ENSG00000016082	chr5	50678920	+	ISL1	chr5:50678921-50690564
ENSG00000213949	chr5	52083729	+	ITGA1	chr5:52083730-52255040
ENSG00000152684	chr5	52083773	+	PELO	chr5:52083774-52099880
ENSG00000164171	chr5	52285155	+	ITGA2	chr5:52285156-52390609
ENSG00000164172	chr5	52405589	-	MOCS2	chr5:52391509-52405893
ENSG00000134363	chr5	52776238	+	FST	chr5:52776239-52782964
ENSG00000164258	chr5	52856464	+	NDUFS4	chr5:52856463-52979168
ENSG00000185305	chr5	53606403	-	ARL15	chr5:53179775-53606412
ENSG00000169271	chr5	53751444	+	HSPB3	chr5:53751445-53752207
ENSG00000178996	chr5	53813592	+	SNX18	chr5:53813589-53842415
ENSG00000164283	chr5	54281491	-	ESM1	chr5:54273692-54318499
ENSG00000113088	chr5	54320080	+	GZMK	chr5:54320081-54330398
ENSG00000145649	chr5	54398475	+	GZMA	chr5:54398476-54406080
ENSG00000164294	chr5	54455945	+	GPX8	chr5:54455946-54462899
ENSG00000164287	chr5	54468974	-	CDC20B	chr5:54408799-54469005
ENSG00000234602	chr5	54523143	-	MCIDAS	chr5:54515442-54523143
ENSG00000152669	chr5	54529508	-	CCNO	chr5:54526980-54529508
ENSG00000067248	chr5	54603550	-	DHX29	chr5:54552073-54603550
ENSG00000039123	chr5	54603587	+	SKIV2L2	chr5:54603588-54721409
ENSG00000067113	chr5	54830797	-	PPAP2A	chr5:54720682-54830878
ENSG00000177058	chr5	55008554	-	SLC38A9	chr5:54921673-55069022
ENSG00000152670	chr5	55033851	+	DDX4	chr5:55033845-55112985
ENSG00000164509	chr5	55147333	+	IL31RA	chr5:55147207-55218678
ENSG00000134352	chr5	55290821	-	IL6ST	chr5:55230923-55290821
ENSG00000095015	chr5	56111400	+	MAP3K1	chr5:56111401-56191979
ENSG00000155542	chr5	56205086	+	SETD9	chr5:56205087-56221359
ENSG00000155545	chr5	56247952	-	MIER3	chr5:56215429-56267502
ENSG00000062194	chr5	56509947	+	GPBP1	chr5:56469775-56560506
ENSG00000169067	chr5	56778636	-	ACTBL2	chr5:56775846-56778636
ENSG00000145632	chr5	57756087	-	PLK2	chr5:57749809-57756087
ENSG00000175857	chr5	57787261	+	GAPT	chr5:57787262-57792917
ENSG00000152932	chr5	57878866	+	RAB3C	chr5:57878048-58155213
ENSG00000113448	chr5	59189625	-	PDE4D	chr5:58264865-59817947
ENSG00000035499	chr5	59995988	-	DEPDC1B	chr5:59892739-59996017
ENSG00000164181	chr5	60140216	-	ELOVL7	chr5:60047618-60140216
ENSG00000049167	chr5	60240878	-	ERCC8	chr5:60169658-60240900
ENSG00000164182	chr5	60240955	+	NDUFAF2	chr5:60240956-60448853
ENSG00000188725	chr5	60458301	-	SMIM15	chr5:60453536-60458301
ENSG00000130449	chr5	60628099	+	ZSWIM6	chr5:60628100-60841997
ENSG00000178722	chr5	60933635	+	C5orf64	chr5:60933535-61047590
ENSG00000068796	chr5	61602278	+	KIF2A	chr5:61601989-61833076
ENSG00000086189	chr5	61699760	-	DIMT1	chr5:61683081-61699766
ENSG00000086200	chr5	61714710	+	IPO11	chr5:61699799-61924409
ENSG00000186105	chr5	61874561	+	LRRC70	chr5:61874562-61877275
ENSG00000178394	chr5	63257780	-	HTR1A	chr5:63256183-63258334
ENSG00000164197	chr5	63461708	+	RNF180	chr5:63461671-63668696
ENSG00000186479	chr5	63802125	+	RGS7BP	chr5:63802084-63908139
ENSG00000145642	chr5	63986134	+	FAM159B	chr5:63986135-64013917
ENSG00000153006	chr5	64064512	-	SREK1IP1	chr5:64013971-64064512
ENSG00000153015	chr5	64064756	+	CWC27	chr5:64064757-64314590
ENSG00000049192	chr5	64777747	-	ADAMTS6	chr5:64444563-64777747
ENSG00000123219	chr5	64858998	-	CENPK	chr5:64813593-64858998
ENSG00000113593	chr5	64859065	+	PPWD1	chr5:64859063-64883376
ENSG00000113595	chr5	64920473	-	TRIM23	chr5:64885507-64921802
ENSG00000113597	chr5	64920860	+	TRAPPC13	chr5:64920543-64962060
ENSG00000197860	chr5	65017957	-	SGTB	chr5:64961755-65018862
ENSG00000123213	chr5	65018022	+	NLN	chr5:65018023-65167553
ENSG00000112851	chr5	65222600	+	ERBB2IP	chr5:65222303-65378377
ENSG00000153914	chr5	65440045	+	SREK1	chr5:65435799-65479443
ENSG00000069020	chr5	65892188	+	MAST4	chr5:65892176-66465423
ENSG00000134061	chr5	66492627	-	CD180	chr5:66478103-66492627
ENSG00000145675	chr5	67511547	+	PIK3R1	chr5:67511548-67597649
ENSG00000145740	chr5	68389472	+	SLC30A5	chr5:68389473-68426896
ENSG00000134057	chr5	68462836	+	CCNB1	chr5:68462837-68474072
ENSG00000153044	chr5	68485374	+	CENPH	chr5:68485375-68506184
ENSG00000134056	chr5	68513586	+	MRPS36	chr5:68513587-68525956
ENSG00000134058	chr5	68530699	+	CDK7	chr5:68530668-68573250
ENSG00000183323	chr5	68628543	-	CCDC125	chr5:68576002-68628636
ENSG00000152942	chr5	68665632	+	RAD17	chr5:68665120-68710628
ENSG00000085231	chr5	68665840	-	TAF9	chr5:68646811-68665840
ENSG00000152939	chr5	68710938	+	MARVELD2	chr5:68710939-68740157
ENSG00000197822	chr5	68788118	+	OCLN	chr5:68788119-68853931
ENSG00000183474	chr5	68856068	+	GTF2H2C	chr5:68856035-68890550
ENSG00000205572	chr5	69321095	+	SERF1B	chr5:69321074-69338940
ENSG00000205571	chr5	69345438	+	SMN2	chr5:69345350-69374349
ENSG00000172058	chr5	70196513	+	SERF1A	chr5:70196492-70214357
ENSG00000172062	chr5	70220856	+	SMN1	chr5:70220768-70249769
ENSG00000249437	chr5	70320514	-	NAIP	chr5:70264310-70320941
ENSG00000145736	chr5	70363477	-	GTF2H2	chr5:70330784-70363516
ENSG00000145734	chr5	70751441	+	BDP1	chr5:70751442-70863649
ENSG00000131844	chr5	70883123	+	MCCC2	chr5:70883115-70954531
ENSG00000164326	chr5	71014989	+	CARTPT	chr5:71014990-71016875
ENSG00000131711	chr5	71403060	+	MAP1B	chr5:71403061-71505395
ENSG00000113048	chr5	71616088	-	MRPS27	chr5:71515236-71616473
ENSG00000049883	chr5	71616193	+	PTCD2	chr5:71616194-71656052
ENSG00000178175	chr5	71803554	-	ZNF366	chr5:71738479-71803554
ENSG00000083312	chr5	72112138	+	TNPO1	chr5:72112139-72212560
ENSG00000157107	chr5	72251807	+	FCHO2	chr5:72251808-72386349
ENSG00000157111	chr5	72416118	+	TMEM171	chr5:72416119-72427644
ENSG00000164325	chr5	72469021	+	TMEM174	chr5:72469022-72470970
ENSG00000251493	chr5	72744352	-	FOXD1	chr5:72740654-72744352
ENSG00000145741	chr5	72794273	+	BTF3	chr5:72794233-72801460
ENSG00000164331	chr5	72861511	-	ANKRA2	chr5:72848160-72861511
ENSG00000164338	chr5	72861565	+	UTP15	chr5:72861268-72877794
ENSG00000214944	chr5	72921982	+	ARHGEF28	chr5:72921983-73237818
ENSG00000171617	chr5	73937249	-	ENC1	chr5:73923234-73937249
ENSG00000049860	chr5	73980968	+	HEXB	chr5:73935848-74018472
ENSG00000164346	chr5	74062816	+	NSA2	chr5:74062817-74072737
ENSG00000164347	chr5	74063196	-	GFM2	chr5:74017029-74063196
ENSG00000198780	chr5	74162663	-	FAM169A	chr5:74073399-74162776
ENSG00000176928	chr5	74326724	-	GCNT4	chr5:74323289-74326724
ENSG00000113161	chr5	74632992	+	HMGCR	chr5:74632154-74657929
ENSG00000122008	chr5	74807580	+	POLK	chr5:74807581-74896969
ENSG00000113163	chr5	74807963	-	COL4A3BP	chr5:74664311-74807963
ENSG00000189045	chr5	74907283	+	ANKDD1B	chr5:74907284-74967671
ENSG00000152359	chr5	75013306	-	POC5	chr5:74969949-75013313
ENSG00000122012	chr5	75378996	+	SV2C	chr5:75378997-75649764
ENSG00000145703	chr5	75699073	+	IQGAP2	chr5:75699074-76003957
ENSG00000164220	chr5	75919259	-	F2RL2	chr5:75911307-75919259
ENSG00000181104	chr5	76011867	+	F2R	chr5:76011868-76031606
ENSG00000164251	chr5	76114801	+	F2RL1	chr5:76114758-76131140
ENSG00000171643	chr5	76145923	+	S100Z	chr5:76145826-76217475
ENSG00000145708	chr5	76248537	+	CRHBP	chr5:76248538-76276983
ENSG00000164252	chr5	76326209	+	AGGF1	chr5:76325076-76361059
ENSG00000132846	chr5	76383148	-	ZBED3	chr5:76367897-76383148
ENSG00000113231	chr5	76506705	+	PDE8B	chr5:76506274-76725632
ENSG00000164253	chr5	76788421	-	WDR41	chr5:76721795-76916436
ENSG00000171540	chr5	76935513	-	OTP	chr5:76924538-76935513
